texture_name,delimiter_1,x-tile,y-tile,placeholder,x-res,y-res,delimiter_2,actual_num_TGAs
men_citizen_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_citizen_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizen_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizen_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizen_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenbuild_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_citizenbuild_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenbuild_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenbuild_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenbuild_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizencarry_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_citizencarry_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizencarry_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizencarry_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizencarry_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenchop_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_citizenchop_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenchop_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenchop_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenchop_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenfarm_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenfarm_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenfarm_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenfarm_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenhunt_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_citizenhunt_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenhunt_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenhunt_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenhunt_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenmine_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenmine_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenmine_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_citizenmine_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_clubman_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_companioncavalry_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_companioncavalry_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_companioncavlary_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_compositebow_05t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_cromwell_08t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_crossbow_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_cuirassier_07t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_cuirassier_09t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_darkinquisitor_11t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_doughboy_10at.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_elcid_06t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_elephant_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_elephantarcher_05t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_elizabeth_09t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_elvis_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_engineer_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizen_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_femcitizen_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizen_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizen_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizen_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenbuild_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_femcitizenbuild_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenbuild_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenbuild_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenbuild_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizencarry_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_femcitizencarry_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizencarry_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizencarry_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizencarry_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenchop_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_femcitizenchop_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenchop_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenchop_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenchop_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenfarm_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenfarm_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenfarm_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenfarm_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenhunt_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_femcitizenhunt_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenhunt_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenhunt_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenhunt_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenmine_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenmine_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_femcitizenmine_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_fieldmedic_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_fieldmedic_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_fieldmedic_11t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_flamethrower_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_frenchgrenadier_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_futureheroone_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_futureheroone_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_futureherotwo_13t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_futureherotwo_14t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_germaninfantry_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_germanmachinegun_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_gilgamesh_03t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_grenadelauncher_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_grigor_11t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_halberdier_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_hannibal_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_hauptmanndurer_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_heavy_05t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_hector_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_henryv_07t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_hierakles_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_homer_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_housecarl_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_immortal_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_incanwarrior_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_isabella_07t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_javelin_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_jester_07t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_knight_06t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_lasertrooper_11t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_logman_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_longsword_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_macarthur_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_maceman_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_marine_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_moorishcav_07t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_moorishinfantry_05t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_mortar_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_mortar_11t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_mortarinfantry_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_musketeer_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_napcav_09t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_napoleon_09t.sst,b'\x00',8,1,b'\x00\x00\x00',128,128,b'\x00',1
men_napoleonic_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_ottovonbismark_09t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_partisant.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_patton_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_pericles_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_pershing_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_persiancavalry_04t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_phalanx_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_pilum_05t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_polearm_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_pope_05t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_priest_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_priest_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_priest_07t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_priest_09t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_priest_11t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_prophet_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_prophet_07t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_prophet_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_renncav_07t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_richard_06t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_richthofen_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_romanlegionnaire_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_rommel_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_russianspy_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_samurai_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_sargon_03t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_scout_03t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_sharpshooter_08t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_sharpshooter_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_shortsword_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_simplebow_03t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_slinger_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_spanishcavalry_08t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_spanishpike_07t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_spearman_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_stinger_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_stonethrower_01t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_tariq_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_trooper_11t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_viking_05t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_wealthycitizen_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_wealthycitizen_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_wealthycitizen_06t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_wealthycitizen_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_wealthycitizenattack_02t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_wealthycitizenattack_04t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_wealthycitizenattack_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
men_wellington_09t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
men_william_06t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
metal workings.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
mgbevels.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
mgbuttons_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
mgicons.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
mid.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
mmflare.sst,b'\x00',3,1,b'\x00\x00\x00',32,32,b'\x00',1
mp_antimatterstorm.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
mp_hack.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
mp_heal.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
mp_inferno.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
mp_nanovirus.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
mp_pulsebeam.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
mp_selfdestruct.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
mp_shieldbattery.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
mp_teleport.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
mp_timewarp.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
multiplayer_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
multiplayer_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
multiplayer_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
multiplayer_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
multiplayer_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
multiplayer_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
multiplayer_3_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
multiplayer_3_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
multiplayer_3_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
multiplayer_3_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_aagunboat_08t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_agincourt_09t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_battleship_12t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_bismarck_10t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_boat_02t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_carrack_07t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_carrackfrigate_07t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_carrackmedium_07t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_carrier1_10t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_carrier_14t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_catapult_04t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_catapult_06t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_copperfrigate_03t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
nav_cruiser_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
nav_cruiser_11t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
nav_dardocruiser_11t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_decereme_06t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_deceremefrigate_06t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_destroyer_12t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_dreadnought_10t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_fireboat_03t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_fireboat_04t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_fireboat_05t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_fireboat_06t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_fireboat_07t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_fireboat_08t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_fireboat_09t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_fish_02t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_fish_04t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_fish_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
nav_fishingboat_04t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_fishingboat_08t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
nav_fishingboat_11t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
nav_frigate_07t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_galley_03t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_goldenhind_07t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_goodhope_10t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_henri_08t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_henrifrigate_08t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_nanodardocruiser_11t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_navalmine_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
nav_pentekontar_04t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_pentekontar_05t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_septireme_05t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_sub1_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
nav_sub2nuc_10t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
nav_sub3_11t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
nav_sub4_12t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
nav_sub5nuc_12t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
nav_transport_02t.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
nav_transport_03t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_transport_05t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_transport_07t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_transport_10t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_transport_12t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_trireme_04t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_victory_09t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_victoryfrigate_09t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
nav_warrington_10t.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
network.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
pathcommandconfirmation.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
pavement_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
pavement_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
pavement_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
pavement_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
plaza_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
plaza_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
plaza_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
plaza_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
post game defeat_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game defeat_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game defeat_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game defeat_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game defeat_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game defeat_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game defeat_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game defeat_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game defeat_3_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game defeat_3_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game defeat_3_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game defeat_3_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game victory_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game victory_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game victory_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game victory_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game victory_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game victory_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game victory_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game victory_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game victory_3_1.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game victory_3_2.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
post game victory_3_3.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
